,0,1,2,0_syllables,1_syllables,2_syllables,label
113833,Waiting for the last, order of the night and it,starts pouring Super,5,7,5,night
113849,Bacardi sneaks up, on you boy hitting it with,that EVERY time,5,7,4,time
113849,Bacardi sneaks up, on you boy hitting it with,that EVERY time,5,7,5,time
113850,i need someone to, go workout w me,tomorrow morning,5,7,5,morning
113864,Okay the weather, in the morning not stopping,my bike ride baby,5,7,5,morning
113883,Im just going be, out the way until someone,hits me up to chill,5,7,5,way
113884,Fucking ready for, class EARLY what a time what,a day what a life,5,7,5,time
113884,Fucking ready for, class EARLY what a time what,a day what a life,5,7,5,day
113890,never yo shoved the, shit outta of her it's no,way she fell that hard,5,7,5,way
113900,Every night I, am so freaking excited,to sleep is unreal,4,8,5,night
113900,Every night I, am so freaking excited,to sleep is unreal,4,7,5,night
113900,Every night I, am so freaking excited,to sleep is unreal,5,8,5,night
113900,Every night I, am so freaking excited,to sleep is unreal,5,7,5,night
113904,How do I manage, to find a new best friend on,every night out,5,7,4,night
113904,How do I manage, to find a new best friend on,every night out,5,7,5,night
113906,What Vegas has done, this year is incredible,but that run will end,5,7,5,year
113907,Congrats on doing, it this year and going to,the divisional,5,7,5,year
113910,Every time i, drink a dirty chai on this,island i think of,4,7,5,time
113910,Every time i, drink a dirty chai on this,island i think of,5,7,5,time
113913,Promise to love you, and obey you and hit it,more than once a day,5,7,5,day
113916,I actually, made it to the train in time,after werk go me,3,7,5,time
113916,I actually, made it to the train in time,after werk go me,4,7,5,time
113916,I actually, made it to the train in time,after werk go me,5,7,5,time
113919,Customers that have, met me ONE time at my job,encourage me more,5,7,5,time
113924,it's finally that, time of year when the gym is,a barren wasteland,5,7,5,time
113924,it's finally that, time of year when the gym is,a barren wasteland,5,7,5,year
113925,I cry every, time I drop Bets off at her,dorm Every Time,4,7,4,time
113925,I cry every, time I drop Bets off at her,dorm Every Time,4,7,4,time
113925,I cry every, time I drop Bets off at her,dorm Every Time,4,7,5,time
113925,I cry every, time I drop Bets off at her,dorm Every Time,4,7,5,time
113925,I cry every, time I drop Bets off at her,dorm Every Time,5,7,4,time
113925,I cry every, time I drop Bets off at her,dorm Every Time,5,7,4,time
113925,I cry every, time I drop Bets off at her,dorm Every Time,5,7,5,time
113925,I cry every, time I drop Bets off at her,dorm Every Time,5,7,5,time
113929,Merry Christmas to, all and to all a good day,of genuine joy,5,7,5,day
113944,The met gala is, my favorite red carpet,event of the year,5,6,5,year
113944,The met gala is, my favorite red carpet,event of the year,5,7,5,year
113945,I ain't dealing with, u hoes Y'all not worth my time,lil ugly ducklings,5,7,5,time
113949,it s been very, very long time since the last,time i have been here,5,7,5,time
113949,it s been very, very long time since the last,time i have been here,5,7,5,time
113960,Rachel is way too, pretty to be as needy,as she was in Friends,5,7,5,way
113961,Don't trust too many, even your own shadow leave,you when it get dark,5,7,5,shadow
113963,Im becoming dull, we need mother fucking fight,night make that cheddar,5,7,5,night
113980,Layout in the first, time since a long time and i,think i got whiplash,5,7,5,time
113980,Layout in the first, time since a long time and i,think i got whiplash,5,7,5,time
113985,I always find a, way to mess things up and I,can never fix them,5,7,5,way
113986,I hate being late, but somehow I manage to,do it all the time,5,7,5,time
113987,I'm literally, so tired all day but can't,ever fall asleep,4,7,5,day
113987,I'm literally, so tired all day but can't,ever fall asleep,5,7,5,day
113990,these aren't even, edited i swear the sky,really was that pink,4,7,5,sky
113990,these aren't even, edited i swear the sky,really was that pink,5,7,5,sky
114014,how do i manage, to spill coffee on myself,EVERY MORNING,5,7,4,morning
114014,how do i manage, to spill coffee on myself,EVERY MORNING,5,7,5,morning
114018,Another year of, being single and lonely,on Valentine's Day,5,7,5,year
114023,You look so relaxed, a first in a long time Good,on you Good to see,5,7,5,time
114027,Everyone back but, yet my boredom has still been,at an all time high,5,7,5,time
114028,Joe Dooley putting, together big time staff at,East Carolina,5,7,5,time
114032,On another note, Michigan is peaking at,the prime time AGAIN,5,7,5,time
114033,Sometimes you just need, to get down on the ground and,lay beside your dog,5,7,5,dog
114052,Time flies over us, but leaves its shadow behind,Nathaniel Hawthorne,5,7,5,shadow
114052,Time flies over us, but leaves its shadow behind,Nathaniel Hawthorne,6,7,5,shadow
114053,I loved Ryan Ben's, rendition of Swan Lake dressed,as ducks this morning,5,7,5,morning
114057,Such a lying old, man God's waiting for you Trump,Go towards the light,5,7,4,light
114057,Such a lying old, man God's waiting for you Trump,Go towards the light,5,7,5,light
114063,Happy last day of, the longest month of our,lives January,5,6,5,day
114063,Happy last day of, the longest month of our,lives January,5,7,5,day
114074,getting your nose pierced, is great until you have to,clean it all the time,5,7,5,time
114088,Do you ever get, that scent and it brings back a,thousand memories,5,7,5,scent
114103,Maybe they judge my, intentions but either way,I'm on my mission,5,7,5,way
114106,I seriously, find out worse shit every,day When will it end,5,6,5,day
114106,I seriously, find out worse shit every,day When will it end,5,7,5,day
114107,you will never get, away from the sound of the,woman that loves you,5,7,5,sound
114119,I missed Tyler so, damn much while I was gone so,happy to be home,5,7,5,home
114127,Good morning better, vibes Every day above,ground is a blessing,5,6,5,morning
114127,Good morning better, vibes Every day above,ground is a blessing,5,6,5,day
114127,Good morning better, vibes Every day above,ground is a blessing,5,7,5,morning
114127,Good morning better, vibes Every day above,ground is a blessing,5,7,5,day
114129,sometimes i sky in, the bathroom on my phone to,escape from people,5,7,5,sky
114131,I'll keep looking I, guess Let me know if you find,a song that you like,5,7,5,song
114143,Finding someone with, the same way of thinking as,you is a blessing,5,7,5,way
114148,I dunno which song, is my favorite I just,keep repeating them,5,6,5,song
114148,I dunno which song, is my favorite I just,keep repeating them,5,7,5,song
114154,man i be smacking, the shit out of my alarm,clock in the morning,5,7,5,morning
114180,blood may be thicker, than water but you also,need water to live,5,7,5,water
114180,blood may be thicker, than water but you also,need water to live,5,7,5,water
114186,I miss staying in, and watching movies all night,w someone,5,7,5,night
114193,Always that one Co, worker that wants to yap on,a Monday morning,5,7,5,morning
114198,Just put the baby's, first Christmas gift under the,tree and I'm in tears,5,7,5,tree
114204,I never wanna, leave this sunset town but one,day the time may come,5,7,5,day
114204,I never wanna, leave this sunset town but one,day the time may come,5,7,5,time
114212,You are welcome thank, you Rebecca happy new,year to you too x,5,7,5,year
114218,tomorrow is my, last day of high school it hit,me so hard today,5,7,5,day
114243,Backups alarms to, your backup morning alarms,are very useful,5,7,5,morning
114247,I barely slept last, night because I am SO SCARED,for my interview,5,8,5,night
114247,I barely slept last, night because I am SO SCARED,for my interview,5,7,5,night
114256,I'm gonna smile cause, I deserve to It'll all,get better in time,5,6,5,time
114256,I'm gonna smile cause, I deserve to It'll all,get better in time,5,7,5,time
114259,I really hope I, can go to the Giants and,Cowboys game this year,5,7,5,year
114277,Body feeling like, pure shit means I had good back,day in gym last night,5,7,5,day
114277,Body feeling like, pure shit means I had good back,day in gym last night,5,7,5,night
114281,Please Pacers we want, to watch someone else lose in,the finals this year,5,7,5,year
114288,This picture just asked, me to hit raw the first time,we met I agreed,5,7,5,time
114296,Man reading about, the Cape Town water crisis,shape of things to come,5,7,5,water
114299,I dare not even, think about how much I've spent,on bags in that time,5,7,5,time
114304,s are u coming, to any festivals in,germany this year,5,7,5,year
114306,So excited to, be fully moved into my,new house this weekend,5,7,5,house
114318,I struggled putting, my lashes w out,tweezers this morning,5,7,5,morning
114344,All this violence, is just a distraction It's,time we knew the truth,5,7,5,time
114352,listening to ask, a man for officially,the first time ever,4,7,5,time
114352,listening to ask, a man for officially,the first time ever,5,7,5,time
114360,A relationship, where you can both text all day,without getting bored,5,7,5,day
114361,He's thinking WHERE IS, MY BOYFRIEND I TRIED TO CALL,HIM TWICE THIS MORNING,5,7,5,morning
114366,So I succeeded, on getting fucking up last,night Happy New Years,5,7,5,night
114371,good morning cold but, sunny here hope your feeling,a bit better now,5,7,5,morning
114389,To get water O, decides to fight Agrippa,himself but loses,5,7,5,water
114391,Leave it alone mate, she doesn't want to go home,with ya Home with ya,5,7,5,home
114392,Tomorrow then How's, tomorrow sounding Which is,now in Aussie time,5,7,5,time
114398,happy Easter Claude, To you and your family,have a lovely day,5,6,5,day
114398,happy Easter Claude, To you and your family,have a lovely day,5,7,5,day
114399,I haven't been from, my friends a whole day yet I,already miss them,5,7,5,day
114406,Here's something to put, a smile on your face on this,beautiful morning,5,7,5,morning
114414,I'm starting to like, the way my face is but god,keeps challenging me,5,7,5,way
114420,My favorite of, all favorites we must smoke,or turn up one day,4,6,5,day
114420,My favorite of, all favorites we must smoke,or turn up one day,4,7,5,day
114420,My favorite of, all favorites we must smoke,or turn up one day,5,6,5,day
114420,My favorite of, all favorites we must smoke,or turn up one day,5,7,5,day
114421,Lil baby sound like, he got his nostrils covered,up when he rapping,5,7,5,sound
114432,Virginia lost to, a community college,summer program squad,5,7,5,summer
114435,Promise is made just, to make someone expect and,get hurt in the end,5,7,5,end
114436,Me time means staying, off social media and,just watching YouTube,5,7,5,time
114440,Facing you was a, complete and utter waste of,my valuable time,5,7,5,time
114450,Wow what a struggle, to get up this morning and,it's only Wednesday,5,7,5,morning
114452,President of the, year does to me for being,a bad influence,5,7,5,year
114455,Every song i, listen it is different,meaning to my life,4,6,5,song
114455,Every song i, listen it is different,meaning to my life,4,7,5,song
114455,Every song i, listen it is different,meaning to my life,5,6,5,song
114455,Every song i, listen it is different,meaning to my life,5,7,5,song
